2291958.183489354,2298953.229608879,2331687.0077185757,2377163.6795391114,2449036.4745361507,2463301.2683148435,2454633.297951119,2424728.2963644,2364510.216807346,2309566.4974436844,2232417.637181412,2319625.824763166,2099749.1690880805,2316724.1888769036,2333089.0232041595,2335588.655307988,2320971.222111819,2343607.89872017,2392780.2573265634,2351861.635968558
2288633.8173404583,2295878.187837905,2328494.812838964,2373824.988575379,2445464.6325858296,2459599.4467481757,2450896.956945395,2421087.676799615,2361076.502701377,2306292.813402835,2229372.141863058,2316272.398221877,2097097.0265812897,2313404.479769249,2329703.3389999503,2332153.1919133384,2317645.336771341,2340250.8169935714,2389303.0432943506,2348580.7259354475
2285314.272998518,2292807.25917962,2325306.988219355,2370490.986740039,2441898.000039359,2455903.188222754,2447166.3032280975,2417452.523445473,2357647.774981216,2303023.769616796,2226330.801239805,2312923.819634267,2094448.2339211225,2310089.5275670327,2326322.5679498985,2328722.7817958216,2314324.2173161153,2336898.5440775054,2385830.8823731425,2345304.392846708
2281999.5434962637,2289740.4381569196,2322123.527902105,2367161.6674739076,2438336.569327472,2452212.4844080186,2443441.3281720644,2413822.828123737,2354224.026433075,2299759.359534369,2223293.60966805,2309580.0820185104,2091802.786897625,2306779.3254804043,2322946.7029512343,2325297.417549868,2311007.856943288,2333551.0731104035,2382363.7672474333,2342032.6303435457
2278689.621849983,2286677.7192754652,2318944.425912234,2363837.0242003477,2434780.332863416,2448527.3269563704,2439722.0231334274,2410198.5826393752,2350805.249826218,2296499.5765874945,2220260.561487566,2306241.1783760935,2089160.6812849774,2303473.8667027326,2319575.7368844547,2321877.0917533655,2307696.248833192,2330208.3972137147,2378901.690584579,2338765.4320498337
2275384.5010596965,2283619.09702384,2315769.6762575866,2360517.0503254463,2431229.283043145,2444847.707503366,2436008.379451819,2406579.778780761,2347391.4379131473,2293244.414191429,2217231.651021658,2302907.101691993,2086521.9128416216,2300173.1444107774,2316209.662613508,2318461.796967845,2304389.3861495233,2326870.509492085,2375444.6450349814,2335502.7915722854
2272084.1741752285,2280564.56593469,2312599.2729922947,2357201.7393043786,2427683.412316305,2441173.617741278,2432300.388524608,2402966.408392012,2343982.583497844,2289993.8658098103,2214206.8726377087,2299577.845001326,2083886.4773630106,2296877.1518306746,2312848.4730530777,2315051.52580675,2301087.262105446,2323537.4031000803,2371992.6233011973,2332244.7025656714
2268788.6342432695,2277514.120535744,2309433.210165937,2353891.0845882357,2424142.7131293514,2437505.049360149,2428598.041747406,2399358.463315019,2340578.6793810884,2286747.9249025267,2211186.2206986747,2296253.4013359454,2081254.370639358,2293585.8821850666,2309492.1611146713,2311646.270880733,2297789.8699106243,2320209.0711887246,2368545.6180825634,2328991.1586805675
2265497.8743205923,2274467.7553620506,2306271.481836237,2350585.0796373067,2420607.177939758,2433841.99406251,2424901.3305289214,2395755.9354039226,2337179.7183741136,2283506.584938735,2208169.6895752014,2292933.7637377772,2078625.5884661926,2290299.328706308,2306140.719720081,2308246.0248113144,2294497.2027844545,2316885.506918853,2365103.6220890265,2325742.153576407
2262211.8874740433,2271425.4649559683,2303114.082069055,2347283.7179210656,2417076.7992159985,2430184.44356336,2421210.2462909413,2392158.816525094,2333785.6932985946,2280269.8393968493,2205157.273645616,2289618.925258808,2076000.126644356,2287017.48463645,2302794.141801371,2304850.780230869,2291209.253956048,2313566.7034610966,2361666.628041126,2322497.6809214693
2258930.666780523,2268387.2438671547,2299961.0049383747,2343986.9929181584,2413551.5694375318,2426532.3895901497,2417524.7804683084,2388567.098557117,2330396.596986628,2277037.681764529,2202148.967295912,2286308.8789610676,2073377.9809799914,2283740.343227229,2299452.420300862,2301460.529782607,2287926.0166642186,2310252.653995869,2358234.6286699804,2319257.7343928665
2255654.205326975,2265353.0866525588,2296812.244526292,2340694.8981163907,2410031.4810947836,2422885.8238827614,2413844.924508904,2384980.7733907686,2327012.4222807228,2273810.105538663,2199144.764919745,2283003.6179166166,2070759.1472845413,2280467.8977400498,2296115.5481711174,2298075.266120562,2284647.48415747,2306943.3517133542,2354807.616717273,2316022.3076765304
2252382.496210368,2262322.9878764097,2293667.7949230075,2337407.4270127136,2406516.5266891336,2419244.7381934915,2410170.6698736274,2381399.8329290017,2323633.1620337786,2270587.104225359,2196144.6609184155,2279703.1352075306,2068143.621374737,2277200.141445973,2292783.5183749264,2294694.9819095707,2281373.64969398,2303638.7898134887,2351385.584935232,2312791.394467202
